textbox1,textbox3,textbox4,textbox5,textbox6,textbox55,textbox7,textbox56,textbox8,textbox9
"MARKTGEGEVENS AARDGAS 2015: MARKTAANDELEN ACTIEVE LEVERANCIERS,Sinds 1 januari 2004 bevraagt de VREG maandelijks de netbeheerders met betrekking tot het aantal toegangspunten per leverancier. Gegevens met betrekking tot de geleverde hoeveelheden aardgas per leverancier worden slechts 1 keer per jaar opgevraagd met betrekking tot het voorbije kalenderjaar. De statistieken hebben enkel betrekking op het Vlaamse grondgebied en beperken zich tot de activiteiten op het distributienet.,,Tabel 1: Marktaandelen actieve leveranciers uitgedrukt in totaal aantal aardgasafnemers (toegangspunten),Tabel 2: Marktaandelen actieve leveranciers uitgedrukt in totaal aantal AMR aardgasafnemers (toegangspunten),AMR staat voor automated meter read. Het betreft de grootste aardgasafnemers van wie de meterstanden dagelijks van op afstand worden uitgelezen. Een speciaal aangepaste meter houdt voor elektriciteit het verbruik bij per kwartier en voor gas per uur. Er is hierbij geen tussenkomst van een meteropnemer nodig.,Tabel 3: Marktaandelen actieve leveranciers uitgedrukt in totaal aantal MMR aardgasafnemers (toegangspunten),MMR staat voor monthly meter read. Het betreft de elektriciteitsafnemers van wie de meterstanden maandelijks worden uitgelezen. Meestal is hiervoor de tussenkomst van een meteropnemer nodig.,""Tabel 4: Marktaandelen actieve leveranciers uitgedrukt in totaal aantal jaargelezen, professionele aardgasafnemers (toegangspunten)"",Tabel 5: Marktaandelen actieve leveranciers uitgedrukt in totaal aantal huishoudelijke aardgasafnemers (toegangspunten)"

textbox34,LeverancierNaam,Color1,DatumID,Percentage
"Leverancier,Wingas GmbH ,0,aug 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,jul 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,jun 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,mei 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,apr 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,mrt 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,feb 2015,""< 0,01%"""
"Leverancier,Wingas GmbH ,0,jan 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,dec 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,nov 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,okt 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,sep 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,aug 2015,""< 0,01%"""
"Leverancier,Essent Retail Energie,1,jul 2015,""< 0,01%"""
Leverancier,Essent Retail Energie,1,jun 2015,
Leverancier,Essent Retail Energie,1,mei 2015,
Leverancier,Essent Retail Energie,1,apr 2015,
Leverancier,Essent Retail Energie,1,mrt 2015,
Leverancier,Essent Retail Energie,1,feb 2015,
Leverancier,Essent Retail Energie,1,jan 2015,
"Leverancier,Eneco Energie Retail BV,0,dec 2015,""< 0,01%"""
"Leverancier,Eneco Energie Retail BV,0,nov 2015,""< 0,01%"""
"Leverancier,Eneco Energie Retail BV,0,okt 2015,""< 0,01%"""
"Leverancier,Eneco Energie Retail BV,0,sep 2015,""< 0,01%"""
"Leverancier,Eneco Energie Retail BV,0,aug 2015,""< 0,01%"""
"Leverancier,Eneco Energie Retail BV,0,jul 2015,""< 0,01%"""
Leverancier,Eneco Energie Retail BV,0,jun 2015,
Leverancier,Eneco Energie Retail BV,0,mei 2015,
Leverancier,Eneco Energie Retail BV,0,apr 2015,
Leverancier,Eneco Energie Retail BV,0,mrt 2015,
Leverancier,Eneco Energie Retail BV,0,feb 2015,
Leverancier,Eneco Energie Retail BV,0,jan 2015,
"Leverancier,Anode Energie Gas (B),1,dec 2015,""< 0,01%"""
"Leverancier,Anode Energie Gas (B),1,nov 2015,""< 0,01%"""
"Leverancier,Anode Energie Gas (B),1,okt 2015,""< 0,01%"""
"Leverancier,Anode Energie Gas (B),1,sep 2015,""< 0,01%"""
"Leverancier,Anode Energie Gas (B),1,aug 2015,""< 0,01%"""
"Leverancier,Anode Energie Gas (B),1,jul 2015,""< 0,01%"""
Leverancier,Anode Energie Gas (B),1,jun 2015,
Leverancier,Anode Energie Gas (B),1,mei 2015,
Leverancier,Anode Energie Gas (B),1,apr 2015,
Leverancier,Anode Energie Gas (B),1,mrt 2015,
Leverancier,Anode Energie Gas (B),1,feb 2015,
Leverancier,Anode Energie Gas (B),1,jan 2015,
"Leverancier,Electrabel NV,0,dec 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,nov 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,okt 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,sep 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,aug 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,jul 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,jun 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,mei 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,apr 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,mrt 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,feb 2015,""< 0,01%"""
"Leverancier,Electrabel NV,0,jan 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,dec 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,nov 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,okt 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,sep 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,aug 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,jul 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,jun 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,mei 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,apr 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,mrt 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,feb 2015,""< 0,01%"""
"Leverancier,Enovos Luxembourg SA,1,jan 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,dec 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,nov 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,okt 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,sep 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,aug 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,jul 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,jun 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,mei 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,apr 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,mrt 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,feb 2015,""< 0,01%"""
"Leverancier,Powerhouse BV,0,jan 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,dec 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,nov 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,okt 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,sep 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,aug 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,jul 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,jun 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,mei 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,apr 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,mrt 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,feb 2015,""< 0,01%"""
"Leverancier,GETEC Energie Aktiengesellschaft,1,jan 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,dec 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,nov 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,okt 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,sep 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,aug 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,jul 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,jun 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,mei 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,apr 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,mrt 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,feb 2015,""< 0,01%"""
"Leverancier,natGAS AG,0,jan 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,dec 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,nov 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,okt 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,sep 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,aug 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,jul 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,jun 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,mei 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,apr 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,mrt 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,feb 2015,""< 0,01%"""
"Leverancier,Statoil ASA PLC,1,jan 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,dec 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,nov 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,okt 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,sep 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,aug 2015,""< 0,01%"""
"Leverancier,Essent Energie Verkoop Nederland,0,jul 2015,""< 0,01%"""
Leverancier,Essent Energie Verkoop Nederland,0,jun 2015,
Leverancier,Essent Energie Verkoop Nederland,0,mei 2015,
Leverancier,Essent Energie Verkoop Nederland,0,apr 2015,
Leverancier,Essent Energie Verkoop Nederland,0,mrt 2015,
Leverancier,Essent Energie Verkoop Nederland,0,feb 2015,
Leverancier,Essent Energie Verkoop Nederland,0,jan 2015,
"Leverancier,Axpo Benelux SA,1,dec 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,nov 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,okt 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,sep 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,aug 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,jul 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,jun 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,mei 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,apr 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,mrt 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,feb 2015,""< 0,01%"""
"Leverancier,Axpo Benelux SA,1,jan 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,dec 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,nov 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,okt 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,sep 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,aug 2015,""< 0,01%"""
"Leverancier,Electrabel Nederland Retail Bv,0,jul 2015,""< 0,01%"""
Leverancier,Electrabel Nederland Retail Bv,0,jun 2015,
Leverancier,Electrabel Nederland Retail Bv,0,mei 2015,
Leverancier,Electrabel Nederland Retail Bv,0,apr 2015,
Leverancier,Electrabel Nederland Retail Bv,0,mrt 2015,
Leverancier,Electrabel Nederland Retail Bv,0,feb 2015,
Leverancier,Electrabel Nederland Retail Bv,0,jan 2015,
"Leverancier,Energiedirect,1,dec 2015,""< 0,01%"""
"Leverancier,Energiedirect,1,nov 2015,""< 0,01%"""
"Leverancier,Energiedirect,1,okt 2015,""< 0,01%"""
"Leverancier,Energiedirect,1,sep 2015,""< 0,01%"""
"Leverancier,Energiedirect,1,aug 2015,""< 0,01%"""
"Leverancier,Energiedirect,1,jul 2015,""< 0,01%"""
Leverancier,Energiedirect,1,jun 2015,
Leverancier,Energiedirect,1,mei 2015,
Leverancier,Energiedirect,1,apr 2015,
Leverancier,Energiedirect,1,mrt 2015,
Leverancier,Energiedirect,1,feb 2015,
Leverancier,Energiedirect,1,jan 2015,
"Leverancier,NV Nuon Sales Nederland,0,dec 2015,""< 0,01%"""
"Leverancier,NV Nuon Sales Nederland,0,nov 2015,""< 0,01%"""
"Leverancier,NV Nuon Sales Nederland,0,okt 2015,""< 0,01%"""
"Leverancier,NV Nuon Sales Nederland,0,sep 2015,""< 0,01%"""
"Leverancier,NV Nuon Sales Nederland,0,aug 2015,""< 0,01%"""
"Leverancier,NV Nuon Sales Nederland,0,jul 2015,""< 0,01%"""
Leverancier,NV Nuon Sales Nederland,0,jun 2015,
Leverancier,NV Nuon Sales Nederland,0,mei 2015,
Leverancier,NV Nuon Sales Nederland,0,apr 2015,
Leverancier,NV Nuon Sales Nederland,0,mrt 2015,
Leverancier,NV Nuon Sales Nederland,0,feb 2015,
Leverancier,NV Nuon Sales Nederland,0,jan 2015,
"Leverancier,Main Energie,1,dec 2015,""< 0,01%"""
"Leverancier,Main Energie,1,nov 2015,""< 0,01%"""
"Leverancier,Main Energie,1,okt 2015,""< 0,01%"""
"Leverancier,Main Energie,1,sep 2015,""< 0,01%"""
"Leverancier,Main Energie,1,aug 2015,""< 0,01%"""
"Leverancier,Main Energie,1,jul 2015,""< 0,01%"""
Leverancier,Main Energie,1,jun 2015,
Leverancier,Main Energie,1,mei 2015,
Leverancier,Main Energie,1,apr 2015,
Leverancier,Main Energie,1,mrt 2015,
Leverancier,Main Energie,1,feb 2015,
Leverancier,Main Energie,1,jan 2015,
"Leverancier,Greenchoice,0,dec 2015,""< 0,01%"""
"Leverancier,Greenchoice,0,nov 2015,""< 0,01%"""
"Leverancier,Greenchoice,0,okt 2015,""< 0,01%"""
"Leverancier,Greenchoice,0,sep 2015,""< 0,01%"""
"Leverancier,Greenchoice,0,aug 2015,""< 0,01%"""
"Leverancier,Greenchoice,0,jul 2015,""< 0,01%"""
Leverancier,Greenchoice,0,jun 2015,
Leverancier,Greenchoice,0,mei 2015,
Leverancier,Greenchoice,0,apr 2015,
Leverancier,Greenchoice,0,mrt 2015,
Leverancier,Greenchoice,0,feb 2015,
Leverancier,Greenchoice,0,jan 2015,
"Leverancier,Delta Energy,1,dec 2015,""< 0,01%"""
"Leverancier,Delta Energy,1,nov 2015,""< 0,01%"""
"Leverancier,Delta Energy,1,okt 2015,""< 0,01%"""
"Leverancier,Delta Energy,1,sep 2015,""< 0,01%"""
"Leverancier,Delta Energy,1,aug 2015,""< 0,01%"""
"Leverancier,Delta Energy,1,jul 2015,""< 0,01%"""
Leverancier,Delta Energy,1,jun 2015,
Leverancier,Delta Energy,1,mei 2015,
Leverancier,Delta Energy,1,apr 2015,
Leverancier,Delta Energy,1,mrt 2015,
Leverancier,Delta Energy,1,feb 2015,
Leverancier,Delta Energy,1,jan 2015,
"Leverancier,Corretec Trading SPRL,0,dec 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,nov 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,okt 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,sep 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,aug 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,jul 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,jun 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,mei 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,apr 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,mrt 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,feb 2015,""0,00%"""
"Leverancier,Corretec Trading SPRL,0,jan 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,dec 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,nov 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,okt 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,sep 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,aug 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,jul 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,jun 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,mei 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,apr 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,mrt 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,feb 2015,""0,00%"""
"Leverancier,Energy Cluster NV,1,jan 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,dec 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,nov 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,okt 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,sep 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,aug 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,jul 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,jun 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,mei 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,apr 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,mrt 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,feb 2015,""0,00%"""
"Leverancier,Energy Logistics & Services GmbH,0,jan 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,dec 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,nov 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,okt 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,sep 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,aug 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,jul 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,jun 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,mei 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,apr 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,mrt 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,feb 2015,""0,00%"""
"Leverancier,Groene Energie Administratie BVBA,1,jan 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,dec 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,nov 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,okt 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,sep 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,aug 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,jul 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,jun 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,mei 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,apr 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,mrt 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,feb 2015,""0,00%"""
"Leverancier,RWE Supply & Trading GmbH,0,jan 2015,""0,00%"""
Leverancier,Dong Energy Sales BV,1,dec 2015,
Leverancier,Dong Energy Sales BV,1,nov 2015,
Leverancier,Dong Energy Sales BV,1,okt 2015,
Leverancier,Dong Energy Sales BV,1,sep 2015,
Leverancier,Dong Energy Sales BV,1,aug 2015,
Leverancier,Dong Energy Sales BV,1,jul 2015,
"Leverancier,Dong Energy Sales BV,1,jun 2015,""0,05%"""
"Leverancier,Dong Energy Sales BV,1,mei 2015,""0,05%"""
"Leverancier,Dong Energy Sales BV,1,apr 2015,""0,05%"""
"Leverancier,Dong Energy Sales BV,1,mrt 2015,""0,05%"""
"Leverancier,Dong Energy Sales BV,1,feb 2015,""0,05%"""
"Leverancier,Dong Energy Sales BV,1,jan 2015,""0,05%"""

